customer_age,dependent_count,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,avg_open_to_buy,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,gender_M,education_level_Doctorate,education_level_Graduate,education_level_High School,education_level_Post-Graduate,education_level_Uneducated,education_level_Unknown,marital_status_Married,marital_status_Single,marital_status_Unknown,income_category_$40K - $60K,income_category_$60K - $80K,income_category_$80K - $120K,income_category_Less than $40K,income_category_Unknown,card_category_Gold,card_category_Platinum,card_category_Silver
-1.3012322558846006,-1.8099000935493632,-1.5132046094191733,0.12219572615932542,0.6464946540486781,-0.41123562546627523,-0.7830574679556568,-0.9616439525352438,-1.0935725090761814,2.148866984194877,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
-0.2993401548121508,0.5015030579761321,-0.0007001471094507539,0.765410526430082,-0.3424126708093922,0.48963506190589784,1.9778620149743553,-1.1310825339887534,-0.5372438652908121,-1.000072337831878,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
-0.048867129544038365,-0.268964659199033,-0.7569523782643119,1.4086253267008386,0.6464946540486781,-1.3121063128384483,0.3700936555090558,1.0292593795434937,0.5795343751968555,-0.7171031360829301,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-1.3012322558846006,-0.268964659199033,-1.5132046094191733,-0.5210190741114311,-1.3313199956674624,0.48963506190589784,-0.6511896822574837,-1.0040035978986213,-1.427369695347403,0.8501109043727823,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.45207892099218655,-1.0394323763741982,0.50346800699379,0.12219572615932542,-0.3424126708093922,0.48963506190589784,2.8697134119506646,0.3091454083660779,0.0026009668268426817,-0.8767267883515675,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.42457666744620703,0.5015030579761321,-0.7569523782643119,-0.5210190741114311,-0.3424126708093922,1.3905057492780708,0.43442210512336193,-1.088722888625376,-1.5180306595198338,-1.000072337831878,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
-0.5498131800802633,0.5015030579761321,-0.37882626268688135,-1.1642338743821876,0.6464946540486781,-1.3121063128384483,-0.5715818418569913,0.648022571273097,-0.7226867465526017,0.4764464456530174,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.20160589572407409,0.5015030579761321,-0.0007001471094507539,0.12219572615932542,0.6464946540486781,0.48963506190589784,-0.7664494344924108,-1.3428807608056403,-1.8312230812064119,1.8658977824459295,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-2.1778878443229943,-1.0394323763741982,-0.0007001471094507539,0.12219572615932542,0.6464946540486781,-0.41123562546627523,-0.5217577414672534,2.511846967261702,0.23749528309177664,0.07738731498142404,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0782614841624676,-0.268964659199033,1.3857622766744615,-0.5210190741114311,0.6464946540486781,-1.3121063128384483,0.6812174823871973,0.18206647227594575,0.8391544089633615,-1.000072337831878,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.8277884588943553,1.2719707751512972,0.12534189141635946,1.4086253267008386,-0.3424126708093922,-0.41123562546627523,-0.6876166356535366,-0.9192843071718664,-0.730928652386459,1.455955220937838,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.20160589572407409,1.2719707751512972,0.6295100455196003,-0.5210190741114311,0.6464946540486781,0.48963506190589784,-0.6900524805614793,-1.1734421793521308,-1.415006836596617,0.8791333866034436,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1.2034979967965238,0.5015030579761321,0.6295100455196003,0.765410526430082,1.6354019789067484,-1.3121063128384483,-0.6614534469377698,0.3091454083660779,1.667465945266023,-1.000072337831878,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-0.9255227179824319,2.0424384923264625,-0.8829944167901222,-0.5210190741114311,0.6464946540486781,1.3905057492780708,2.7659685629169215,-0.24152998135782816,-0.30647050194280684,-0.8077983930537468,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.45207892099218655,-0.268964659199033,-0.0007001471094507539,0.765410526430082,1.6354019789067484,-1.3121063128384483,-0.7738676894393274,0.13970682691256836,-0.2240514436042335,1.9964989524839047,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
-0.1741036421780946,1.2719707751512972,0.3774259684679799,0.765410526430082,-1.3313199956674624,-0.41123562546627523,1.64802647039429,0.35150505372945534,-0.792742946140389,-0.7461256183135914,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False
0.07636938309001787,0.5015030579761321,-0.25278422416107116,0.765410526430082,-1.3313199956674624,1.3905057492780708,0.9535892311844313,0.9868997341801162,0.3405191060149933,-0.5901297763237867,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
